,Restuarantid,Restaurant,Restaurant_Type,Price,Cuisine,Location,Area,Link,Timing,Dining_Review,Dining_Rating,Delivery_Rating,Delivery_Review
321,322,Indigo XP,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",2000,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/indigo-xp-koramangala-5th-block/info,12noon – 1am (Today),3984,4.1,4.0,7
322,323,The Coffee Brewery,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",800,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/the-coffee-brewery-indiranagar-bangalore/info,Opens tomorrow at 7am,35,4.0,3.5,26
323,324,Sattvam,"Chinese, Continental",1960,Chinese," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/sattvam-jp-nagar-bangalore/info,Opens tomorrow at 12noon,2302,4.2,4.0,1590
324,325,The Pizza Bakery,"Pizza, Pasta, Italian, Continental, Desserts, Beverages",1500,Pizza," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/the-pizza-bakery-jp-nagar-bangalore/info,Opens tomorrow at 11:30am,433,4.3,4.2,5000
325,326,Noodle Bar,"Asian, Oriental, Chinese, Thai, Desserts, Beverages",1700,Asian," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/noodle-bar-whitefield/info,Opens tomorrow at 12noon,2162,3.8,4.5,772
326,327,Maya,"Asian, North Indian, Chinese, Thai, Beverages",1800,Asian," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore/info,Opens tomorrow at 12noon,1024,4.4,4.2,140
327,328,Down Town Pub,"Continental, Pizza, Burger, Fast Food, Biryani, Desserts, Bar Food, Beverages",1700,Continental," Brigade Road, Bangalore",Brigade Road,https://www.zomato.com/bangalore/down-town-pub-brigade-road-bangalore/info,12noon – 12midnight (Today),989,4.6,0.0,0
328,329,PizzaExpress,"Pizza, Italian, Salad, Bakery, Coffee, Beverages, Pasta, Cafe",1400,Pizza," Kammanahalli, Bangalore",Kammanahalli,https://www.zomato.com/bangalore/pizzaexpress-kammanahalli-bangalore/info,"12midnight – 2am, 11am – 12midnight (Today)",109,4.4,3.7,126
329,330,Saffron,"North Indian, Biryani, Mughlai, Desserts",2500,North Indian," Radisson Blu, Marathahalli, Bangalore",Radisson Blu,https://www.zomato.com/bangalore/saffron-marathahalli-bangalore/info,Opens tomorrow at 6pm,925,4.7,4.3,70
330,331,Escape by Brewklyn,"Continental, Asian, North Indian, Pizza, Burger",2500,Continental," Nagawara, Bangalore",Nagawara,https://www.zomato.com/bangalore/escape-by-brewklyn-nagawara-bangalore/info,1pm – 11:30pm (Today),42,0.0,0.0,0
331,332,Aromas Of Biryani,"Biryani, North Indian, South Indian, Hyderabadi",1000,Biryani," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/aromas-of-biryani-sarjapur-road-bangalore/info,Opens tomorrow at 11am,787,4.1,4.1,1500
332,333,Iris Cafe & Kitchen,"Cafe, Coffee, Chinese, Continental, Modern Indian, Pasta, Fast Food, Desserts",1200,Cafe," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/iris-cafe-kitchen-1-jp-nagar-bangalore/info,Opens tomorrow at 9:30am,486,4.1,4.0,24
333,334,Tiger Tiger Brewhouse,"North Indian, Continental, Oriental, Mughlai, Andhra, European, Beverages, Desserts",1600,North Indian," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/tiger-tiger-brewhouse-1-sarjapur-road-bangalore/info,12noon – 11:30pm (Today),1642,4.1,3.1,105
334,335,Harley's Fine Baking,"Bakery, Sandwich, Desserts",600,Bakery," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/harleys-fine-baking-jp-nagar-bangalore/info,8am – 2am (Today),102,4.0,4.4,713
335,336,Nando's,"Burger, Healthy Food, Portuguese, Desserts",1500,Burger," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/nandos-whitefield-bangalore/info,11:30am – 11:30pm (Today),7971,4.4,4.3,4703
336,337,White Lotus Club,"Continental, North Indian, Chinese, Italian, Asian, Beverages",2000,Continental," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/white-lotus-club-sarjapur-road-bangalore/info,12noon – 12midnight (Today),433,3.9,0.0,0
337,338,Glass – Kitchen & Bar,"Modern Indian, North Indian, Continental, Biryani, Bar Food, Seafood, Desserts, Beverages",3500,Modern Indian," Holiday Inn, Race Course Road, Bangalore., Bangalore",Holiday Inn,https://www.zomato.com/bangalore/glass-kitchen-bar-race-course-road-bangalore/info,Opens tomorrow at 12:30pm,168,4.4,0.0,3
338,339,Barrys Sky Lounge,"Chinese, North Indian, Oriental, Mughlai, Biryani",1000,Chinese," Kalyan Nagar, Bangalore",Kalyan Nagar,https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore/info,11:30am – 1am (Today),866,4.3,4.2,45
339,340,46 Ounces,"North Indian, Asian, Italian, Pizza, Desserts",1200,North Indian," RMZ Infinity, Old Madras Road, Bangalore",RMZ Infinity,https://www.zomato.com/bangalore/46-ounces-old-madras-road-bangalore/info,Opens tomorrow at 8am,518,4.4,3.6,111
340,341,Barbeque Nation,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",1900,North Indian," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/barbeque-nation-electronic-city/info,Opens tomorrow at 11am,7240,4.3,3.4,3025
341,342,HSR High Street,"Chinese, Oriental, North Indian, Mughlai, Biryani, Seafood, Desserts",950,Chinese," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/hsr-high-street-hsr/info,11:30am – 1am (Today),1558,3.9,4.1,14100
342,343,Don't Tell Mama,"North Indian, Continental, Chinese, Italian, Oriental, Thai, Biryani",2000,North Indian," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/dont-tell-mama-1-hsr-bangalore/info,12noon – 1am (Today),2143,4.1,0.0,0
343,344,Kobe Sizzlers,"American, Continental, Burger, Pasta, Steak, Beverages, Desserts",1600,American," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/kobe-sizzlers-koramangala-5th-block/info,Opens tomorrow at 12noon,3342,3.9,4.1,47
344,345,Glen`s Bakehouse,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",800,Bakery," Whitefield, Bangalore",Whitefield,https://www.zomato.com/bangalore/glen-s-bakehouse-whitefield-bangalore/info,Opens tomorrow at 11am,1976,3.8,4.0,7836
345,346,Platform.65,"Andhra, North Indian, Mughlai, Chinese, Biryani, Ice Cream, Desserts, Beverages",1300,Andhra," Bannerghatta Road, Bangalore",Bannerghatta Road,https://www.zomato.com/bangalore/platform-65-bannerghatta-road-bangalore/info,Opens tomorrow at 12noon,1048,3.6,3.5,527
346,347,Iza,"Asian, Chinese, Seafood, Salad, Desserts",1200,Asian," Divyasree Technopark, Bangalore",Divyasree Technopark,https://www.zomato.com/bangalore/iza-marathahalli-bangalore/info,12noon – 11:45pm (Today),183,4.5,4.1,47
347,348,Chin Lung Resto Bar,"Bar Food, Chinese, North Indian",1400,Bar Food," Koramangala 4th Block, Bangalore",Koramangala 4th Block,https://www.zomato.com/bangalore/chin-lung-resto-bar-koramangala-4th-block-bangalore/info,12noon – 12midnight (Today),1278,4.1,4.3,443
348,349,Street Storyss,"North Indian, Chinese, Street Food, Desserts, Beverages",2500,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info,Opens tomorrow at 12noon,2105,4.6,4.3,758
349,350,Suay,"Cafe, Coffee, Continental, Fast Food, Salad, Chinese, Desserts, Beverages",1400,Cafe," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/suay-jp-nagar-bangalore/info,Opens tomorrow at 11am,27,4.0,0.0,0
350,351,Neon Market,"Cafe, Coffee, Japanese, Tea, Beverages",1000,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/neon-market-indiranagar-bangalore/info,8am – 12midnight (Today),55,4.2,0.0,1
351,352,MoMo Cafe - Courtyard By Marriott,"North Indian, Asian, Fast Food, Continental, Italian, Desserts, Beverages",2800,North Indian," Courtyard by Marriott, Bellandur, Bangalore",Courtyard by Marriott,https://www.zomato.com/bangalore/momo-cafe-courtyard-by-marriott-bellandur-bangalore/info,Opens tomorrow at 7am,786,4.0,3.7,114
352,353,The Sauce Code,"Pasta, Continental, Asian, Italian, Desserts",1200,Pasta," RMZ Ecoworld, Bellandur, Bangalore",RMZ Ecoworld,https://www.zomato.com/bangalore/the-sauce-code-bellandur-bangalore/info,11:30am – 11:30pm (Today),40,3.8,4.0,125
353,354,SodaBottleOpenerWala,"Parsi, North Indian, Street Food, Desserts, Beverages",1800,Parsi," Lavelle Road, Bangalore",Lavelle Road,https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road-bangalore/info,Opens tomorrow at 12noon,4706,4.4,4.2,1838
354,355,Table For Tous,"Cafe, Bakery, Coffee, Desserts",750,Cafe," HSR, Bangalore",HSR,https://www.zomato.com/TableForTous/info,Opens tomorrow at 10am,147,4.9,4.4,1940
355,356,Cafe Azzure,"Cafe, Continental, Mexican, Italian, Fast Food, Desserts, Beverages",1400,Cafe," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/cafe-azzure-hsr-bangalore/info,11:30am – 11:30pm (Today),1829,3.5,3.6,292
356,357,Pind Balluchi,"North Indian, Mughlai, Fast Food, Biryani, Desserts",950,North Indian," Forum Neighbourhood Mall, Whitefield, Bangalore",Forum Neighbourhood Mall,https://www.zomato.com/bangalore/pind-balluchi-varthur-main-road-whitefield-bangalore/info,Opens tomorrow at 11:30am,1241,3.9,3.9,2123
357,358,Saarai,"Andhra, Asian",1500,Andhra," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/saarai-jayanagar-bangalore/info,Opens tomorrow at 12noon,225,4.5,0.0,0
358,359,Zoey's,"Burger, Beverages, Continental, Pasta, Chinese, Sandwich, Cafe, Desserts",700,Burger," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/zoeys-sarjapur-road/info,Opens tomorrow at 11am,1301,4.2,4.3,5747
359,360,Barkaas Indo Arabic Restaurant,"Arabian, North Indian, Biryani, Mandi, Desserts",1000,Arabian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/barkaas-indo-arabic-restaurant-1-koramangala-5th-block-bangalore/info,"12midnight – 2am, 12noon – 12midnight (Today)",153,4.1,0.0,0
360,361,Gully Coffee Roasters,"Cafe, Coffee, Pasta, Burger, Continental, Pancake",700,Cafe," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/gully-coffee-roasters-1-koramangala-5th-block-bangalore/info,Opens tomorrow at 11am,79,4.3,0.0,0
361,362,Dobaraa,"Continental, North Indian, Salad, Desserts",1200,Continental," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/dobaraa-hebbal-bangalore/info,12noon – 12midnight (Today),146,0.0,0.0,0
362,363,Bhola & Blonde,"North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts",1900,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/bhola-blonde-indiranagar-bangalore/info,12noon – 1am (Today),1444,3.9,2.9,31
363,364,Oota Bangalore,"Mangalorean, South Indian, Salad, Desserts",1200,Mangalorean," Craftworks, Bangalore",Craftworks,https://www.zomato.com/bangalore/oota-bangalore-whitefield/info,Opens tomorrow at 12noon,966,4.9,4.3,1148
364,365,Suzy Q,"North Indian, Seafood, Continental, Asian, Chinese, Desserts, Beverages",2300,North Indian," Cunningham Road, Bangalore",Cunningham Road,https://www.zomato.com/bangalore/suzy-q-cunningham-road-bangalore/info,12noon – 12midnight (Today),683,4.3,4.2,283
365,366,The French Treaty,"Cafe, Coffee, French, Desserts, Beverages",1000,Cafe," Yelahanka, Bangalore",Yelahanka,https://www.zomato.com/bangalore/the-french-treaty-1-yelahanka-bangalore/info,Opens tomorrow at 9am,38,3.5,0.0,0
366,367,Kuuraku,"Japanese, Rolls, Beverages",1500,Japanese," Forum Rex Walk, Bangalore",Forum Rex Walk,https://www.zomato.com/bangalore/kuuraku-brigade-road-bangalore/info,Opens tomorrow at 12noon,225,4.6,4.7,87
367,368,Kebarbiq Restaurant,"BBQ, Arabian, Continental, North Indian, Middle Eastern, Chinese, Beverages",1400,BBQ," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/kebarbiq-restaurant-hsr-bangalore/info,11:30am – 11:30pm (Today),767,4.0,4.2,3498
368,369,NH8,"North Indian, Rajasthani",1200,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/nh8-indiranagar/info,Opens tomorrow at 12noon,4020,4.1,4.0,3126
369,370,The Local,"Pizza, Continental, Burger, Seafood, Kerala, Finger Food, Beverages",1600,Pizza," Kalyan Nagar, Bangalore",Kalyan Nagar,https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore/info,11am – 1am (Today),2782,4.3,4.4,905
370,371,Tiger Yaki,"Korean, Japanese",1000,Korean," St. Marks Road, Bangalore",St. Marks Road,https://www.zomato.com/bangalore/tiger-yaki-st-marks-road-bangalore/info,12noon – 12midnight (Today),27,3.4,0.0,0
371,372,The Fatty Bao,"Asian, Sushi, Japanese, Chinese",1400,Asian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/the-fatty-bao-indiranagar-bangalore/info,Opens tomorrow at 12noon,4499,4.5,4.3,5580
372,373,Barkaas- Arabic Restaurant,"Arabian, North Indian, Mughlai, Shawarma, Fast Food, Mandi, Desserts, Beverages",1300,Arabian," Marathahalli, Bangalore",Marathahalli,https://www.zomato.com/bangalore/barkaas-arabic-restaurant-marathahalli-bangalore/info,Opens tomorrow at 11:30am,1060,4.0,3.3,2310
373,374,Plaka By Chef Ajay Chopra,"Italian, North Indian, Mediterranean, Pizza, Continental, Asian, Coffee",1800,Italian," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/plaka-by-chef-ajay-chopra-sahakara-nagar-bangalore/info,Opens tomorrow at 12:15pm,152,4.1,4.0,7
374,375,Lavonne,"Cafe, Tea, Beverages, Bakery, Continental, Pasta, Salad, Fast Food",1300,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/lavonne-indiranagar/info,Opens tomorrow at 8:30am,1800,4.5,4.5,908
375,376,1 BHK - Bar House Kitchen,"Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages",1400,Continental," Koramangala 6th Block, Bangalore",Koramangala 6th Block,https://www.zomato.com/bangalore/1-bhk-bar-house-kitchen-1-koramangala-6th-block-bangalore/info,12noon – 12midnight (Today),623,4.3,4.2,81
376,377,Andrea's Brasserie,"Pizza, Pasta, Asian, Salad, Desserts, Sushi, Beverages, Burger",1600,Pizza," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",Phoenix Mall of Asia,https://www.zomato.com/bangalore/andreas-brasserie-yelahanka-bangalore/info,Opens tomorrow at 12noon,241,4.5,4.4,85
377,378,Little Italy,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages",2300,Italian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/little-italy-indiranagar/info,Opens tomorrow at 12noon,4076,4.0,3.7,1019
378,379,Enne,"South Indian, Andhra, Seafood, Biryani, Continental",1000,South Indian," Malleshwaram, Bangalore",Malleshwaram,https://www.zomato.com/bangalore/enne-malleshwaram-bangalore/info,Opens tomorrow at 1pm,619,3.9,3.5,26
379,380,Marbella Sky Lounge,"Continental, North Indian, Asian, Beverages",2500,Continental," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/marbella-sky-lounge-jayanagar-bangalore/info,11am – 1am (Today),53,3.9,0.0,0
380,381,Cha Hong Kong Eating House,"Asian, Chinese",1000,Asian," Hebbal, Bangalore",Hebbal,https://www.zomato.com/bangalore/cha-hong-kong-eating-house-hebbal-bangalore/info,12noon – 11:30pm (Today),303,4.5,0.0,0
381,382,Daily Sushi,"Sushi, Japanese, Korean, Asian, Beverages",950,Sushi," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/daily-sushi-1-indiranagar-bangalore/info,12noon – 12midnight (Today),852,4.4,4.3,1377
382,383,Cuppa Redefined,"Cafe, American, Burger, Healthy Food, Salad, Fast Food, Desserts, Beverages",700,Cafe," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/cuppa-redefined-hsr-bangalore/info,Opens tomorrow at 8am,645,4.3,3.8,438
383,384,Truffles,"Burger, Italian, Desserts, Continental, American, Fast Food, Beverages",1100,Burger," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/truffles-indiranagar/info,"12midnight – 1am, 9am – 12midnight (Today)",2360,4.4,4.2,10800
384,385,Klava,"Bakery, Desserts, Coffee, Shake",800,Bakery," Forum Rex Walk, Bangalore",Forum Rex Walk,https://www.zomato.com/bangalore/klava-brigade-road-bangalore/info,"12midnight – 2am, 12noon – 12midnight (Today)",73,3.5,0.0,1
385,386,Azukii Bistro,"Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages",1800,Japanese," Richmond Town, Bangalore",Richmond Town,https://www.zomato.com/bangalore/azukii-bistro-richmond-town-bangalore/info,Opens tomorrow at 12:30pm,274,4.8,4.6,1666
386,387,Bangalore Brew Works,"Continental, Italian, South Indian, Fast Food, Beverages",2000,Continental," Residency Road, Bangalore",Residency Road,https://www.zomato.com/bangalore/bangalore-brew-works-residency-road/info,12noon – 11:30pm (Today),2565,4.1,0.0,0
387,388,Monk's Bar & Social,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages",1000,Bar Food," BTM, Bangalore",BTM,https://www.zomato.com/bangalore/monks-bar-social-1-btm-bangalore/info,12noon – 11:30pm (Today),459,4.5,3.0,8
388,389,Gustoes,"Italian, Seafood, Chinese, Asian, North Indian, BBQ, Desserts, Beverages",1800,Italian," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/gustoes-jayanagar-bangalore/info,Opens tomorrow at 12noon,1710,4.4,3.7,141
389,390,1947,"North Indian, Chinese, Desserts, Beverages",1000,North Indian," Hennur, Bangalore",Hennur,https://www.zomato.com/bangalore/1947-hennur-bangalore/info,Opens tomorrow at 12noon,206,4.3,4.0,41
390,391,Prequel,"North Indian, Continental, Asian, Italian, Pizza, Sushi, Burger, Desserts",1300,North Indian," Hebbal, Bangalore",Hebbal,https://www.zomato.com/bangalore/prequel-3-hebbal-bangalore/info,12noon – 1am (Today),540,4.4,4.0,110
391,392,Boba Bhai,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",700,Bubble Tea," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/boba-bhai-electronic-city-bangalore/info,24 Hours (Today),12,3.6,4.2,1389
392,393,Basil Bistro,"Continental, Italian, North Indian, Asian, Pizza, Desserts, Coffee, Beverages",1800,Continental," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/basil-bistro-hsr-bangalore/info,Opens tomorrow at 11:30am,2746,4.2,4.4,197
393,394,Publik,"North Indian, Kebab, Chinese, Continental, Mughlai, Seafood, Bar Food, Beverages",1400,North Indian," Bellandur, Bangalore",Bellandur,https://www.zomato.com/bangalore/publik-bellandur-bangalore/info,1pm – 12midnight (Today),1251,4.2,3.5,104
394,395,The Lotus Oriental - The Leela Bhartiya City,"Thai, Oriental, Japanese, Asian, Desserts, Beverages",3000,Thai," The Leela Bhartiya City, Bengaluru, Bangalore",The Leela Bhartiya City,https://www.zomato.com/bangalore/the-lotus-oriental-the-leela-bhartiya-city-jakkur-bangalore/info,Opens tomorrow at 12:30pm,75,4.2,0.0,0
395,396,Tastique,"North Indian, Chinese, Beverages",1500,North Indian," Nagawara, Bangalore",Nagawara,https://www.zomato.com/bangalore/tastique-6-nagawara-bangalore/info,Opens tomorrow at 12noon,114,4.5,4.2,89
396,397,Al Daaz,"North Indian, Chinese, Mughlai, BBQ, Seafood, Fast Food, Biryani, Beverages",600,North Indian," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/al-daaz-hsr/info,12noon – 1am (Today),1681,3.9,4.3,101300
397,398,Casa Fresco By Tea Brew,"American, Italian, Pasta, Steak, Chinese, Momos, Bubble Tea, Beverages",950,American," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/casa-fresco-by-tea-brew-hsr-bangalore/info,Opens tomorrow at 10am,621,4.1,4.1,800
398,399,Happy Place,"Beverages, American, Cafe, Continental, European, Pasta, Salad",300,Beverages," New BEL Road, Bangalore",New BEL Road,https://www.zomato.com/bangalore/happy-place-new-bel-road-bangalore/info,Opens tomorrow at 11am,55,4.1,4.3,65
399,400,46 Ounces Brewgarden,"Finger Food, Asian, Chinese, Pizza, North Indian, Fast Food",1900,Finger Food," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore/info,12noon – 12midnight (Today),3674,4.3,3.5,635
400,401,United Telugu Kitchens,South Indian,2000,South Indian," Forum Falcon City Mall, Kanakapura Roaad, Bangalore",Forum Falcon City Mall,https://www.zomato.com/bangalore/united-telugu-kitchens-kumaraswamy-layout-bangalore/info,12noon – 11:30pm (Today),25,3.6,0.0,0
401,402,Trippy Goat Cafe,"Cafe, Continental, Fast Food, Beverages",1200,Cafe," Cunningham Road, Bangalore",Cunningham Road,https://www.zomato.com/bangalore/trippy-goat-cafe-cunningham-road-bangalore/info,11am – 11:30pm (Today),191,4.3,4.0,25
402,403,Gufha,"North Indian, Chinese, Continental, Biryani, Kebab, Desserts",1100,North Indian," Sankey Road, Bangalore",Sankey Road,https://www.zomato.com/bangalore/gufha-1-sankey-road-bangalore/info,"12noon – 4pm, 7pm – 11:45pm (Today)",293,4.5,4.0,18
403,404,Bangalore Adda,"Salad, Seafood, Kebab, Pizza, Chinese, North Indian, Biryani, Desserts",1200,Salad," New BEL Road, Bangalore",New BEL Road,https://www.zomato.com/bangalore/bangalore-adda-1-new-bel-road-bangalore/info,11:30am – 12:30am (Today),477,4.0,3.5,59
404,405,Kake Di Hatti,"North Indian, Chinese, Beverages",1800,North Indian," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/kake-di-hatti-electronic-city-bangalore/info,Opens tomorrow at 11:30am,76,4.2,4.0,31
405,406,"Cha Cha Cha - Dimsum, Sushi, Stir Fry","Asian, Chinese",2500,Asian," Phoenix Marketcity Bangalore, Whitefield, Bangalore",Phoenix Marketcity Bangalore,https://www.zomato.com/bangalore/cha-cha-cha-dimsum-sushi-stir-fry-whitefield-bangalore/info,11:30am – 11:30pm (Today),1404,4.0,4.0,171
406,407,Paper And Pie,"Cafe, Italian, Continental, Desserts, Beverages, Shake",1200,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/paper-and-pie-indiranagar-bangalore/info,Opens tomorrow at 8am,172,3.5,0.0,0
407,408,Pinxx - Royal Orchid Central,"Continental, North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages",1900,Continental," Royal Orchid Central, MG Road, Bangalore",Royal Orchid Central,https://www.zomato.com/bangalore/pinxx-royal-orchid-central-mg-road-bangalore/info,7am – 11:30pm (Today),500,3.9,3.9,247
408,409,Empire Restaurant,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood",950,North Indian," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/empire-restaurant-indiranagar/info,11am – 2:30am (Today),1200,3.8,3.9,9000
409,410,Olive Tap House,"North Indian, Biryani, Chinese, Asian, Continental, Pizza, Italian, Mexican",1000,North Indian," Bannerghatta Road, Bangalore",Bannerghatta Road,https://www.zomato.com/bangalore/olive-tap-house-bannerghatta-road-bangalore/info,12noon – 11:30pm (Today),27,4.0,0.0,3
410,411,Ottoman Restobar,"Continental, Modern Indian, South Indian",1100,Continental," Bellandur, Bangalore",Bellandur,https://www.zomato.com/bangalore/ottoman-restobar-bellandur-bangalore/info,12noon – 12midnight (Today),221,3.9,4.0,9
411,412,Momoz,"Momos, North Indian, Chinese, Seafood, Shake, Beverages",500,Momos," BTM, Bangalore",BTM,https://www.zomato.com/bangalore/momoz-1-btm-bangalore/info,11:30am – 11:30pm (Today),25,3.7,0.0,0
412,413,Mahesh Lunch Home,"Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages",1700,Seafood," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info,12noon – 11:30pm (Today),653,4.2,4.1,1774
413,414,Broadway - The Gourmet Theatre,"Chinese, North Indian, Mughlai, Biryani, Asian, Japanese, Sushi, Beverages",2000,Chinese," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr/info,Opens tomorrow at 11:30am,2549,4.3,4.2,2374
414,415,Sunburn Union,"Bar Food, South Indian, North Indian",2000,Bar Food," Koramangala 6th Block, Bangalore",Koramangala 6th Block,https://www.zomato.com/bangalore/sunburn-union-koramangala-6th-block-bangalore/info,"12midnight – 12:45am, 7pm – 12midnight (Today)",39,3.5,0.0,0
415,416,Sozo Skyline,"Asian, Chinese, Thai, Sushi",1800,Asian," Lavelle Road, Bangalore",Lavelle Road,https://www.zomato.com/bangalore/sozo-skyline-lavelle-road-bangalore/info,12noon – 12midnight (Today),30,0.0,0.0,0
416,417,Botanica,"North Indian, Oriental",1500,North Indian," Kanakapura Road, Bangalore",Kanakapura Road,https://www.zomato.com/bangalore/botanica-kanakapura-road-bangalore/info,Opens tomorrow at 11am,20,4.1,0.0,0
417,418,NK Dum Biryani,"Biryani, North Indian, Kebab, Chinese, Street Food",350,Biryani," RT Nagar, Bangalore",RT Nagar,https://www.zomato.com/bangalore/nk-dum-biryani-rt-nagar-bangalore/info,24 Hours (Today),7,3.6,3.7,113
418,419,Restaurant Chef Pillai,Kerala,1000,Kerala," Brigade Road, Bangalore",Brigade Road,https://www.zomato.com/bangalore/restaurant-chef-pillai-brigade-road-bangalore/info,"12midnight – 3am, 7am – 12midnight (Today)",190,4.4,4.1,563
419,420,Murphy's Brewhouse - The Paul Bangalore,"Continental, Mexican, Italian, Fast Food, North Indian, Irish, Desserts, Beverages",2000,Continental," The Paul Bangalore, Domlur, Bangalore",The Paul Bangalore,https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore/info,11am – 12midnight (Today),3495,4.3,0.0,0
420,421,Fat Owl,"North Indian, Salad, Fast Food, Chinese, Seafood, Pizza, Italian, Bar Food",1800,North Indian," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/fat-owl-jp-nagar-bangalore/info,12noon – 12midnight (Today),2099,4.2,4.0,8
421,422,153 Biere Street,"Asian, Continental, North Indian, Malaysian, Italian, Desserts",2000,Asian," Whitefield, Bangalore",Whitefield,https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info,Opens tomorrow at 12noon,4976,4.2,4.0,504
422,423,Chavadi,"North Indian, South Indian, Seafood, Desserts, Beverages",1700,North Indian," Bannerghatta Road, Bangalore",Bannerghatta Road,https://www.zomato.com/bangalore/chavadi-bannerghatta-road/info,Opens tomorrow at 12noon,2887,4.3,4.0,1204
