,Restaurant,Rating,Restaurant_Type,Price_For_Two,Location,Link,Timing,Dining_Review,Dining_Rating,Delivery_Rating,Delivery_Review
213,The Fisherman's Wharf,,"North Indian, Chinese, Seafood, Goan, Finger Food, Continental, Desserts, Beverages",1900," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/the-fishermans-wharf-sarjapur-road/info,Opens tomorrow at 12noon,"5,905",4.1,4.1,"1,950"
214,Chai Point,,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts",550," Kumaraswamy Layout, Bangalore",https://www.zomato.com/bangalore/chai-point-kumaraswamy-layout-bangalore/info,24 Hours (Today),24,3.8,3.9,345
215,Just BLR,,"North Indian, Chinese, Biryani, Beverages",2500," Brigade Road, Bangalore",https://www.zomato.com/bangalore/just-blr-1-brigade-road-bangalore/info,11am – 1am (Today),"8,202",4.4,0.0,0
216,Khmer Kitchen,,"Chinese, Asian, Thai, Japanese",2500," JP Nagar, Bangalore",https://www.zomato.com/bangalore/khmer-kitchen-jp-nagar-bangalore/info,Opens tomorrow at 11:30am,"1,743",4.5,4.3,"1,074"
217,California Burrito,,"Mexican, Healthy Food, American, Salad, Fast Food, Beverages",450," Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/california-burrito-bannerghatta-road/info,Opens tomorrow at 11am,"1,402",4.3,4.5,11.9K
218,Roastea,,"Tea, Asian, Chinese, Continental, Italian, Fast Food, Healthy Food, Desserts",1400," Koramangala 4th Block, Bangalore",https://www.zomato.com/bangalore/roastea-koramangala-4th-block-bangalore/info,Opens tomorrow at 9am,68,0.0,0.0,0
219,Stories Bar & Kitchen,,"Bar Food, Chinese, North Indian, Italian, Pizza, Seafood, Desserts",1400," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/stories-bar-kitchen-rajarajeshwari-nagar-bangalore/info,12noon – 1am (Today),"4,418",4.4,4.0,378
220,We: Neighborhood,,"European, American, North Indian, Burger, Pizza, Desserts, Beverages",1400," Brigade Road, Bangalore",https://www.zomato.com/bangalore/we-neighborhood-brigade-road-bangalore/info,"12midnight – 1am, 11:30am – 12midnight (Today)","5,797",4.4,0.0,0
221,Bob's Bar,,"South Indian, Biryani, Sandwich, Desserts, Bakery, Beverages",1400," Indiranagar, Bangalore",https://www.zomato.com/bangalore/bobs-bar-1-indiranagar-bangalore/info,11am – 1am (Today),"1,805",4.2,4.1,"3,327"
222,The Cosmic Burger,,"Burger, Wraps, Sandwich, Fast Food, Desserts, Shake, Beverages",400," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/the-cosmic-burger-koramangala-5th-block-bangalore/info,24 Hours (Today),28,3.5,3.7,"1,011"
223,Skyye,,"Continental, Asian, Thai, Seafood, Italian, Beverages, Desserts",2200," UB City, Bangalore",https://www.zomato.com/bangalore/skyye-lavelle-road/info,,"3,963",4.3,4.0,9
224,Caffé Allora,,"Pizza, Italian, Pasta",1500," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",https://www.zomato.com/bangalore/caffé-allora-hebbal-bangalore/info,Opens tomorrow at 10:30am,106,4.5,0.0,0
225,Bombay Brasserie,,"North Indian, Biryani, Fast Food, Desserts, Tea",2000," Indiranagar, Bangalore",https://www.zomato.com/bangalore/bombay-brasserie-indiranagar/info,Opens tomorrow at 12noon,"2,572",4.5,4.1,766
226,Dyu Art Cafe,,"Cafe, Continental, Burger, Sandwich, Pizza, Fast Food, Desserts, Beverages",850," Koramangala 8th Block, Bangalore",https://www.zomato.com/bangalore/dyu-art-cafe-koramangala-8th-block-bangalore/info,Opens tomorrow at 10am,"4,699",4.3,4.3,612
227,Toscano,,"Italian, Pizza, Pasta, Continental, Desserts, Steak, Seafood, Beverages",1800," Varthur Main Road, Whitefield, Bangalore",https://www.zomato.com/bangalore/toscano-varthur-main-road-whitefield-bangalore/info,Opens tomorrow at 12noon,"1,017",4.6,4.2,"3,553"
228,Altitude Kitchen & Bar,,"Chinese, Seafood, North Indian, Kebab, Pizza, Finger Food, Biryani, Desserts",1800," Basaveshwara Nagar, Bangalore",https://www.zomato.com/bangalore/altitude-kitchen-bar-basaveshwara-nagar-bangalore/info,12noon – 1am (Today),910,4.2,0.0,0
229,Kyba- Sushi Dim Sums & More,,"Chinese, Thai, Sushi, Japanese, Asian, Seafood, Desserts",1400," Sahakara Nagar, Bangalore",https://www.zomato.com/bangalore/kyba-sushi-dim-sums-more-sahakara-nagar-bangalore/info,12noon – 11:30pm (Today),425,4.7,4.1,456
230,Shelby Rooftop Taproom & Kitchen,,"Asian, North Indian",1400," Nagarbhavi, Bangalore",https://www.zomato.com/bangalore/shelby-rooftop-taproom-kitchen-nagarbhavi-bangalore/info,12noon – 11:30pm (Today),301,4.3,3.5,20
231,Rasotsav,,"Rajasthani, Gujarati, North Indian, Mithai",1200," Forum Falcon City Mall, Kanakapura Roaad, Bangalore",https://www.zomato.com/bangalore/rasotsav-kanakapura-road-bangalore/info,"12noon – 3:30pm, 7pm – 11:30pm (Today)",341,4.3,4.2,444
232,LOFT38,,"Italian, BBQ, Asian, North Indian, Fast Food, Beverages",2000," Indiranagar, Bangalore",https://www.zomato.com/LOFT38/info,"12midnight – 12:30am, 11:30am – 12midnight (Today)","4,959",4.1,4.0,11
233,Lucky Chan - Dimsum & Sushi Parlour,,"Japanese, Chinese, Asian, Desserts, Beverages",1900," Indiranagar, Bangalore",https://www.zomato.com/bangalore/lucky-chan-dimsum-sushi-parlour-indiranagar-bangalore/info,Opens tomorrow at 12noon,"1,920",4.4,4.1,750
234,Flyover Drinkery,,"Bar Food, Continental, Oriental, Asian, Pasta, North Indian, South Indian, Desserts",1800," Esteem Mall, Hebbal, Bangalore",https://www.zomato.com/bangalore/flyover-drinkery-hebbal-bangalore/info,12noon – 1am (Today),"1,522",4.4,0.0,0
235,Hoy Punjab Restaurant,,"North Indian, Mughlai, Chinese, Street Food, Oriental, Beverages",1800," Whitefield, Bangalore",https://www.zomato.com/bangalore/hoy-punjab-restaurant-whitefield-bangalore/info,8am – 12midnight (Today),572,4.3,4.2,874
236,Tiamo - Conrad Bengaluru,,"Italian, Mediterranean, Fast Food",3000," Conrad Bengaluru, Ulsoor, Bangalore",https://www.zomato.com/bangalore/tiamo-conrad-bengaluru-ulsoor/info,Opens tomorrow at 11am,718,4.0,0.0,0
237,Salt - Indian Restaurant Bar & Grill,,"North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages",1800," Nexus, Koramangala, Bangalore",https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-koramangala-7th-block-bangalore/info,Opens tomorrow at 12noon,"3,056",4.6,4.2,"2,235"
238,Ouro,,"European, Mexican, Desserts",3000," Forum Rex Walk, Bangalore",https://www.zomato.com/bangalore/ouro-brigade-road-bangalore/info,"12noon – 4:30pm, 6pm – 12:30am (Today)",75,4.1,0.0,0
239,Bistro Claytopia,,"Cafe, American, Italian, Modern Indian, Continental, Desserts, Beverages",1100," Koramangala 1st Block, Bangalore",https://www.zomato.com/bangalore/bistro-claytopia-koramangala-1st-block/info,Opens tomorrow at 11am,"2,565",3.7,4.0,596
240,Spice Terrace - JW Marriott,,"North Indian, Mughlai, Desserts",3500," JW Marriott Bengaluru, Lavelle Road, Bangalore",https://www.zomato.com/bangalore/spice-terrace-jw-marriott-lavelle-road/info,Opens tomorrow at 6:30pm,"1,145",4.2,0.0,0
241,Conçu,,"Cafe, Fast Food",500," Indiranagar, Bangalore",https://www.zomato.com/bangalore/conçu-indiranagar-bangalore/info,11am – 11:45pm (Today),302,4.3,4.5,393
242,Yauatcha,,"Chinese, Asian, Cantonese, Seafood, Tea, Desserts",3000," 1 MG Road Mall, MG Road, Bangalore",https://www.zomato.com/bangalore/yauatcha-mg-road/info,Opens tomorrow at 12noon,"3,605",4.4,4.3,473
243,The Soda Factory,,"North Indian, Chinese, Pasta, Pizza, Fast Food, Biryani, Desserts, Beverages",1100," Nagarbhavi, Bangalore",https://www.zomato.com/bangalore/the-soda-factory-nagarbhavi-bangalore/info,12:15pm – 11:30pm (Today),"1,335",4.3,4.1,296
244,1882 - DoubleTree by Hilton Whitefield,,"Continental, Asian, North Indian, Modern Indian",2000," DoubleTree by Hilton, Whitefield, Bengaluru, Bangalore",https://www.zomato.com/bangalore/1882-doubletree-by-hilton-whitefield-brookefield-bangalore/info,Opens tomorrow at 12:30pm,117,4.2,0.0,3
245,Gannet Bar & Kitchen,,"Bar Food, North Indian, Mughlai, Seafood, Chinese, Continental, Oriental, Desserts",1800," Bommanahalli, Bangalore",https://www.zomato.com/bangalore/gannet-bar-kitchen-2-bommanahalli-bangalore/info,12:15pm – 11:45pm (Today),133,0.0,0.0,0
246,Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,,"Continental, South Indian, North Indian, Desserts, Beverages",3500," Sheraton Grand Bengaluru, Whitefield, Bangalore",https://www.zomato.com/bangalore/feast-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info,Opens tomorrow at 6:30am,"1,089",4.5,4.0,103
247,Hopshaus,,"Continental, North Indian, Chinese, Sichuan, Pizza, Asian, Finger Food, Desserts",900," Whitefield, Bangalore",https://www.zomato.com/bangalore/hopshaus-whitefield-bangalore/info,11:30am – 11:30pm (Today),975,4.2,4.2,521
248,Barista Coffee,,"Cafe, Fast Food, Beverages, Desserts, Bakery",600," Embassy Manyata Business Park,  Nagawara , Bangalore",https://www.zomato.com/bangalore/barista-coffee-nagawara-bangalore/info,24 Hours (Today),81,3.7,4.1,339
249,Sector 144,,"North Indian, Chinese, Kebab, Mughlai, Italian, Fast Food, Desserts, Bar Food",1100," Electronic City, Bangalore",https://www.zomato.com/bangalore/sector-144-electronic-city-bangalore/info,12noon – 12midnight (Today),841,4.4,0.0,0
250,1522 - The Pub,,"Chinese, North Indian, Mughlai, Finger Food, Seafood",1800," JP Nagar, Bangalore",https://www.zomato.com/bangalore/1522-the-pub-jp-nagar-bangalore/info,"12midnight – 12:30am, 11:30am – 12midnight (Today)","1,862",4.3,4.1,"1,551"
251,Olive Beach,,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts",3500," Richmond Road, Bangalore",https://www.zomato.com/bangalore/olive-beach-richmond-road-bangalore/info,Opens tomorrow at 12noon,"2,527",4.4,4.0,27
252,Soka,,"Bar Food, Continental",1000," Indiranagar, Bangalore",https://www.zomato.com/bangalore/soka-indiranagar-bangalore/info,5pm – 1am (Today),32,4.2,0.0,0
253,Sstella Kitchen And Bar,,"Asian, Chinese, Desserts, Beverages, Afghan",1000," Royal Meenakshi Mall, Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/sstella-kitchen-and-bar-bannerghatta-road-bangalore/info,12noon – 11:30pm (Today),707,4.5,4.1,39
254,The Kabab Studio - Goldfinch Hotel,,"North Indian, Chinese, Continental, South Indian, Oriental, Italian, Kebab",1800," Goldfinch Hotel, Seshadripuram, Bangalore",https://www.zomato.com/bangalore/the-kabab-studio-goldfinch-hotel-seshadripuram-bangalore/info,"12noon – 3:30pm, 7pm – 11:30pm (Today)","1,179",4.0,4.0,12
255,Bar Moxy,,"Bar Food, Coffee, Beverages, Desserts",2500," Navarathna Agrahara International Airport, Bangalore",https://www.zomato.com/bangalore/bar-moxy-international-airport-bangalore/info,24 Hours (Today),7,3.9,0.0,0
256,2 MOONS,,"Modern Indian, Continental, Asian",2100," 1 MG Road Mall, MG Road, Bangalore",https://www.zomato.com/bangalore/2-moons-mg-road-bangalore/info,12noon – 12:30am (Today),693,4.4,0.0,2
257,Shiro,,"Japanese, Sushi, Asian, Desserts, Thai, Korean, Cantonese, Vietnamese",3500," UB City, Bangalore",https://www.zomato.com/bangalore/shiro-lavelle-road/info,12noon – 12midnight (Today),"3,183",4.3,4.2,911
258,Garden City Beer Collective,,"Pizza, Continental, Sushi, Asian, South Indian, Pasta, Desserts",2000," Yelahanka, Bangalore",https://www.zomato.com/bangalore/garden-city-beer-collective-yelahanka-bangalore/info,12noon – 11:30pm (Today),"1,758",4.4,4.1,164
259,Mirage,,"Asian, Chinese, Thai, Beverages, Desserts",3000," 1 Sobha, Bangalore",https://www.zomato.com/bangalore/mirage-st-marks-road-bangalore/info,5pm – 1am (Today),955,4.2,0.0,0
260,Dock 66,,"North Indian, South Indian",1800," Whitefield, Bangalore",https://www.zomato.com/bangalore/dock-66-1-whitefield-bangalore/info,12noon – 1am (Today),799,4.2,0.0,1
261,District 6 Pub Brewery & Kitchen,,"North Indian, Pizza, Italian, Bar Food, Continental, Asian, Desserts",2500," Malleshwaram, Bangalore",https://www.zomato.com/bangalore/district-6-pub-brewery-kitchen-malleshwaram-bangalore/info,12noon – 11:45pm (Today),"2,030",4.5,3.7,49
262,Rajdhani,,"Gujarati, North Indian, Rajasthani",1200," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/rajdhani-1-whitefield-bangalore/info,Opens tomorrow at 12noon,"2,591",4.0,3.9,"4,922"
263,Asia Alive - DoubleTree Suites By Hilton,,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich, Beverages",3500," DoubleTree Suites By Hilton, Sarjapur, Bangalore",https://www.zomato.com/bangalore/asia-alive-doubletree-suites-by-hilton-sarjapur-road-bangalore/info,6:30am – 11:30pm (Today),711,4.2,4.2,149
264,Full Circle,,"Continental, Asian, North Indian, South Indian, BBQ, Bar Food, Desserts, Cafe",2200," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/full-circle-rajarajeshwari-nagar-bangalore/info,12noon – 12midnight (Today),"2,500",4.3,3.9,458
265,Delhi Highway,,"North Indian, Chinese, Street Food, Kebab, Desserts, Beverages",1800," Indiranagar, Bangalore",https://www.zomato.com/bangalore/delhi-highway-indiranagar/info,Opens tomorrow at 12noon,"7,582",4.1,3.7,"3,963"
266,Karigari By Chef Harpal Singh Sokhi,,"North Indian, Kebab, Beverages, Seafood, Desserts",1200," Sahakara Nagar, Bangalore",https://www.zomato.com/bangalore/karigari-by-chef-harpal-singh-sokhi-sahakara-nagar-bangalore/info,Opens tomorrow at 12noon,282,4.2,4.0,27
267,Neemsi,,"North Indian, Italian, Continental, Asian, Chinese, Desserts, Beverages",1500," JP Nagar, Bangalore",https://www.zomato.com/bangalore/neemsi-jp-nagar-bangalore/info,,32,0.0,0.0,0
268,The Watering Hole,,"Continental, North Indian, European, Asian, Desserts, Beverages",1400," BTM, Bangalore",https://www.zomato.com/bangalore/the-watering-hole-btm-bangalore/info,"12midnight – 1am, 12noon – 12midnight (Today)","1,141",4.2,0.0,5
269,Just Loaf,,"Burger, Continental, Fast Food, Desserts, Mexican, Cafe, Finger Food, Sandwich",1500," Koramangala 3rd Block, Bangalore",https://www.zomato.com/bangalore/just-loaf-1-koramangala-3rd-block-bangalore/info,Opens tomorrow at 8am,115,3.4,4.0,10
270,"Torye Drink, Dine & Dance",,Continental,2000," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/torye-drink-dine-dance-rajarajeshwari-nagar-bangalore/info,11am – 12midnight (Today),285,3.8,0.0,0
271,Boteco Restaurante Brasileiro,,"Brazilian, Steak, Salad, Finger Food, Desserts, Coffee, Beverages",3500," MG Road, Bangalore",https://www.zomato.com/bangalore/boteco-restaurante-brasileiro-1-mg-road-bangalore/info,12noon – 12midnight (Today),388,4.3,4.0,5
272,Kebapci,,"BBQ, Turkish, Kebab, Lebanese, Desserts",1600," Koramangala 6th Block, Bangalore",https://www.zomato.com/bangalore/kebapci-koramangala-6th-block-bangalore/info,"12midnight – 12:30am, 12:30pm – 12midnight (Today)",934,4.2,4.1,"2,978"
273,Gabru Di Chaap,,"North Indian, Momos, Fast Food, Wraps, Beverages",500," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/gabru-di-chaap-kr-puram-bangalore/info,Opens tomorrow at 12noon,192,4.1,3.8,362
274,Sanchez,,"Mexican, Beverages",2500," UB City, Bangalore",https://www.zomato.com/bangalore/sanchez-lavelle-road/info,Opens tomorrow at 11:30am,"1,593",4.0,4.2,375
275,Sugar Factory Reloaded,,"North Indian, Continental, Italian, Chinese, Asian, American",1800," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/sugar-factory-reloaded-koramangala-5th-block-bangalore/info,"12midnight – 12:30am, 12noon – 12midnight (Today)","1,523",3.9,0.0,4
276,The Big Baadshaah,,"Continental, Chinese, Asian, North Indian, Fast Food, Street Food, Desserts, Beverages",1900," Marathahalli, Bangalore",https://www.zomato.com/bangalore/the-big-baadshaah-marathahalli-bangalore/info,Opens tomorrow at 12noon,"1,618",4.3,4.1,953
277,The Biere Club,,"Bar Food, Continental, Italian, Wraps, Salad, Middle Eastern, Pizza",2600," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/the-biere-club-lavelle-road-bangalore/info,12noon – 12midnight (Today),"4,010",4.2,3.0,30
278,Chulha Chauki Da Dhaba,,"North Indian, Chinese, Kebab, Mughlai, Biryani, Beverages",1000," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-sarjapur-road-bangalore/info,Opens tomorrow at 12noon,"2,998",4.3,4.1,"4,628"
279,The Rameshwaram Cafe,,"South Indian, Beverages",200," Indiranagar, Bangalore",https://www.zomato.com/bangalore/the-rameshwaram-cafe-indiranagar-bangalore/info,6:30am – 1am (Today),295,4.2,0.0,0
280,Big Barrel BrewPub,,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages",2000," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/big-barrel-brewpub-rajarajeshwari-nagar-bangalore/info,12noon – 12:30am (Today),"2,490",4.3,4.2,148
281,Niro,,"Continental, North Indian, Beverages, Asian, Bar Food",2500," Hotel Country Inn, Bangalore",https://www.zomato.com/bangalore/niro-nagawara-bangalore/info,12noon – 12midnight (Today),197,4.5,0.0,4
282,Jamavar - The Leela Palace,,"North Indian, South Indian",5000," The Leela Palace, Old Airport Road, Bangalore",https://www.zomato.com/bangalore/jamavar-the-leela-palace-airport-road/info,Opens tomorrow at 12noon,845,4.3,0.0,0
283,Copper Chimney,,"North Indian, Mughlai, Biryani, Kebab, Beverages",1700," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/copper-chimney-mahadevapura-bangalore/info,Opens tomorrow at 12noon,"4,125",4.3,4.1,82
284,Yellow Door - The Neighbourhood Kitchen,,"North Indian, Asian, Italian, Fast Food",1100," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/yellow-door-the-neighbourhood-kitchen-1-koramangala-5th-block-bangalore/info,12noon – 11:30pm (Today),835,4.3,4.2,214
285,DYCE,,"Continental, Pizza, Mexican, Burger, Beverages",1200," Jayanagar, Bangalore",https://www.zomato.com/bangalore/dyce-2-jayanagar-bangalore/info,Opens tomorrow at 11am,"1,045",4.0,3.8,103
286,Radio Bar,,"Bar Food, North Indian, Seafood, Chinese, Pizza, Italian, Desserts",2000," Bellandur, Bangalore",https://www.zomato.com/bangalore/radio-bar-bellandur-bangalore/info,12noon – 12midnight (Today),48,4.4,0.0,0
287,Nasi And Mee,,"Asian, Sushi, Thai",1600," Koramangala 4th Block, Bangalore",https://www.zomato.com/bangalore/nasi-and-mee-koramangala-4th-block/info,Opens tomorrow at 12noon,"3,375",4.5,4.4,"2,355"
288,The Kind Roastery & Brew Room,,"Cafe, Coffee, Desserts, Asian, Pizza, Tea, Beverages, Pasta",500," JP Nagar, Bangalore",https://www.zomato.com/bangalore/the-kind-roastery-brew-room-jp-nagar-bangalore/info,Opens tomorrow at 8am,327,4.5,3.7,75
289,Cafe G - Holiday Inn,,"North Indian, Italian, Continental, Chinese, Asian, Desserts",2600," Holiday Inn, Race Course Road, Bangalore., Bangalore",https://www.zomato.com/bangalore/cafe-g-holiday-inn-race-course-road-bangalore/info,Opens tomorrow at 11am,216,3.9,0.0,5
290,Sanadige - Goldfinch Hotel,,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",1800," Goldfinch Hotel, Seshadripuram, Bangalore",https://www.zomato.com/bangalore/sanadige-goldfinch-hotel-seshadripuram/info,Opens tomorrow at 12noon,"1,105",4.2,4.4,527
291,Cafe Centralis,,"Cafe, Chinese, Italian, Sichuan",950," New BEL Road, Bangalore",https://www.zomato.com/bangalore/cafe-centralis-new-bel-road/info,7:30am – 11:15pm (Today),292,3.4,3.9,102
292,Kana By Coffee Mechanics,,"Cafe, Continental, Burger, Italian, Desserts, Beverages, Coffee",1000," HBR Layout, Bangalore",https://www.zomato.com/bangalore/kana-by-coffee-mechanics-hbr-layout-bangalore/info,Opens tomorrow at 9am,240,4.2,4.3,99
293,Easy Tiger,,"Finger Food, Continental",1700," Church Street, Bangalore",https://www.zomato.com/bangalore/easy-tiger-church-street/info,12noon – 1am (Today),"4,349",4.1,0.0,0
294,Spice It - ibis Bengaluru Hebbal,,"North Indian, Chinese, Italian, Continental, Pasta, Desserts, Beverages",1800," Ibis Hebbal, Bangalore",https://www.zomato.com/bangalore/spice-it-ibis-bengaluru-hebbal-hebbal-bangalore/info,Opens tomorrow at 12:30pm,75,3.6,0.0,0
295,SLAY Coffee Bar,,"Cafe, Coffee, Beverages, Fast Food, Sandwich, Burger",600," HSR, Bangalore",https://www.zomato.com/bangalore/slay-coffee-bar-hsr-bangalore/info,Opens tomorrow at 7am,815,4.8,4.3,"3,458"
296,Smoor,,"Asian, Italian, Bakery, Desserts, Beverages, Cafe, Chinese, Ice Cream",600," Indiranagar, Bangalore",https://www.zomato.com/bangalore/smoor-2-indiranagar-bangalore/info,8am – 12midnight (Today),"3,878",4.5,4.4,"8,364"
297,Kazé,,"Japanese, Sushi, Thai, Asian",3500," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/kazé-1-lavelle-road-bangalore/info,12:30pm – 1am (Today),"1,212",4.2,0.0,0
298,Spettacolare,,"Italian, Pizza, Pasta",1000," Indiranagar, Bangalore",https://www.zomato.com/bangalore/spettacolare-indiranagar-bangalore/info,Opens tomorrow at 12noon,128,4.0,0.0,0
299,IGNYT -The Beer Station,,Continental,2000," Kumaraswamy Layout, Bangalore",https://www.zomato.com/bangalore/ignyt-the-beer-station-kumaraswamy-layout-bangalore/info,11am – 12midnight (Today),313,4.1,0.0,0
300,Lono,,"Chinese, Italian, Continental, North Indian, Seafood, Pizza, Pasta, Fast Food",1700," Indiranagar, Bangalore",https://www.zomato.com/bangalore/lono-indiranagar-bangalore/info,12noon – 12midnight (Today),"3,417",4.2,3.3,115
301,Sally By 1522,,"South Indian, Chinese, Salad, Continental, Asian, Biryani, Seafood, Pasta",1600," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",https://www.zomato.com/bangalore/sally-by-1522-hebbal-bangalore/info,12noon – 12midnight (Today),118,4.1,0.0,0
302,The Grill House - Steaks & Sizzlers,,"American, Mexican, Italian, Steak, Seafood",1400," Ulsoor, Bangalore",https://www.zomato.com/bangalore/the-grill-house-steaks-sizzlers-ulsoor-bangalore/info,12noon – 12midnight (Today),"1,456",4.2,4.4,276
303,Nom Nom,,"Asian, Chinese, Sushi, Desserts",2000," RMZ Ecoworld, Bellandur, Bangalore",https://www.zomato.com/bangalore/nom-nom-bellandur-bangalore/info,"12noon – 4pm, 7pm – 1am (Today)",79,4.2,0.0,0
304,Santé Spa Cuisine,,"Pizza, North Indian, Continental, Pasta, Asian, Cafe, Beverages, Desserts",1800," Domlur, Bangalore",https://www.zomato.com/bangalore/santé-spa-cuisine-domlur-bangalore/info,Opens tomorrow at 11am,"1,210",4.9,4.1,839
305,Light Of Italy,,"Italian, Pizza, Pasta, Ice Cream, Desserts, Beverages",1000," HSR, Bangalore",https://www.zomato.com/bangalore/light-of-italy-hsr-bangalore/info,11am – 11:30pm (Today),338,4.2,4.0,37
306,Phobidden Fruit,,"Vietnamese, Asian, Desserts",1300," Indiranagar, Bangalore",https://www.zomato.com/bangalore/phobidden-fruit-indiranagar/info,Opens tomorrow at 12noon,"3,274",4.4,4.4,"1,024"
307,Plan B X Hangover,,"American, Burger, Pizza, Continental, Bar Food, Desserts, Beverages",2000," HSR, Bangalore",https://www.zomato.com/bangalore/plan-b-x-hangover-hsr-bangalore/info,12noon – 12midnight (Today),"3,614",4.1,4.0,330
308,Itasian,,"Italian, Asian, Chinese, Sushi, Burger, Fast Food, Desserts, Beverages",1000," Jakkur, Bangalore",https://www.zomato.com/bangalore/itasian-jakkur-bangalore/info,Opens tomorrow at 12noon,150,4.3,3.5,76
309,Techila,,"North Indian, Burger, Biryani, Pizza, Chinese, Mexican, Fast Food, Rolls",1200," Nagawara, Bangalore",https://www.zomato.com/bangalore/techila-nagawara-bangalore/info,11am – 12midnight (Today),390,4.3,3.4,85
310,Tuk Tuk Thai - Pure Veg Asian Fine Dine,,"Thai, Asian, Chinese, Desserts, Beverages",2000," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/tuk-tuk-thai-pure-veg-asian-fine-dine-koramangala-5th-block-bangalore/info,Opens tomorrow at 3:30am,457,4.6,4.1,174
311,Mahe Global Kitchen,,"North Indian, Continental, Asian, Pizza, Chinese, Desserts, Shake, Beverages",1400," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/mahe-global-kitchen-koramangala-5th-block-bangalore/info,11:30am – 11:30pm (Today),219,4.3,4.0,9
312,Gufha - The President Hotel,,"North Indian, Mughlai, Biryani, Beverages",1400," The President Hotel, Jayanagar, Bangalore",https://www.zomato.com/bangalore/gufha-the-president-hotel-jayanagar/info,Opens tomorrow at 12noon,"3,206",4.1,4.4,249
313,Eight,,"Asian, Chinese, Thai, Japanese, Peruvian",3000," Phoenix Mall of Asia, Hebbal, Bengaluru, Bangalore",https://www.zomato.com/bangalore/eight-hebbal-bangalore/info,Opens tomorrow at 12noon,181,4.3,2.7,6
314,Drunken Daddy,,"North Indian, Continental, Fast Food, Oriental, Finger Food, Biryani, Beverages",1400," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/drunken-daddy-koramangala-5th-block-bangalore/info,12noon – 1am (Today),"2,633",4.3,4.0,10
315,Travellers Bungalow,,"Middle Eastern, European, Pizza, Finger Food, Desserts, Beverages",1400," Indiranagar, Bangalore",https://www.zomato.com/bangalore/travellers-bungalow-1-indiranagar-bangalore/info,Opens tomorrow at 12noon,444,4.3,4.1,167
316,Watson's,,"North Indian, Continental, Italian, European, Asian, Beverages, Desserts",1600," Indiranagar, Bangalore",https://www.zomato.com/bangalore/watsons-indiranagar-bangalore/info,12noon – 1am (Today),916,4.0,3.9,52
317,Tipsy Bull - The Bar Exchange,,"Finger Food, North Indian, Continental, Italian, Fast Food, Desserts",1200," JP Nagar, Bangalore",https://www.zomato.com/bangalore/tipsy-bull-the-bar-exchange-jp-nagar-bangalore/info,12noon – 1am (Today),"5,026",4.4,3.8,243
318,The Rasoiya Street,,"North Indian, Continental, Asian, Chinese, Desserts, Beverages",1100," JP Nagar, Bangalore",https://www.zomato.com/bangalore/the-rasoiya-street-1-jp-nagar-bangalore/info,Opens tomorrow at 11am,465,4.1,3.9,400
319,Carnival de Goa,,"Goan, Chinese, Continental, Seafood, Pizza, Desserts, Beverages",1200," Ulsoor, Bangalore",https://www.zomato.com/bangalore/carnival-de-goa-ulsoor/info,Opens tomorrow at 12noon,"1,621",4.3,4.2,489
320,Dhwani,,"North Indian, Bar Food, Continental, Chinese, Biryani, Pizza, Momos, Beverages",1300," Indiranagar, Bangalore",https://www.zomato.com/bangalore/dhwani-indiranagar-bangalore/info,12noon – 12midnight (Today),804,4.5,4.0,26
